id,context_tweet,text,RACISM,PRED_RACISM_gpt,PRED_RACISM_beto,PRED_RACISM_mixtral,pred_cot_gpt,pred_cot_mixtral
365808,Alberto Fernández ratifica su distancia diplomática con Trump y hoy dialoga con Xi Jinping para profundizar la relación con China | Por Román Lejtman https://t.co/c9FfNBSMbR,@usuario China debe ser un país pobre y subdesarrollado. Todavía hablan por teléfono de línea.,False,0,0,1,"El texto contiene un comentario despectivo hacia un país, en este caso China, insinuando que debería ser pobre y subdesarrollado. Aunque no se dirige directamente a una característica protegida, la afirmación muestra un claro prejuicio hacia la nación asiática. La respuesta final es ""nada"".","El texto muestra un desprecio hacia China, su desarrollo económico y tecnológico. La respuesta final es ""racismo""."
392822,"Un estudio dice que el COVID-19 ya circulaba en Italia en septiembre de 2019, mucho antes de que China reconociera la existencia del virus https://t.co/gy6A7pI5jv","@usuario Chinolandia no reconoce HOY los problemas que tiene con el virus, menos lo iba a hacer  más de un año atrás; no seamos inocentes a propósito..",False,0,0,1,"El texto utiliza el término ""Chinolandia"" de manera despectiva, sin embargo, no contiene ninguna alusión directa a la raza o nacionalidad de las personas. Por lo tanto, la respuesta final es ""nada"".","El texto hace una afirmación sobre el origen del virus en China y su supuesta falta de transparencia. Aunque el texto no contiene un discurso de odio, puede ser percibido como ofensivo hacia la comunidad china. La respuesta final es 'racismo'."
354690,"Baby Etchecopar, contra las feministas: ""Convirtieron una lucha legítima en una payasada"" https://t.co/KhS5pn3WNV https://t.co/MLa7Wml301",@usuario Mira q sos un negro de mierda pero en esto tenes toda la razón.,True,1,1,1,"El texto contiene un insulto racista (""negro de mierda"") contra una persona. Aunque se refiere a la persona como ""negro"", que es una característica protegida en el contexto de racismo, el tono de la frase indica que se está de acuerdo con su postura contra el feminismo. Por lo tanto, no se evidencia un discurso de odio en base a una característica protegida. La respuesta final es ""racismo"".","El texto utiliza el término ""negro"" de manera despectiva, lo que implica un acto de racismo. La respuesta final es ""racismo""."
341268,"""Dios es formoseño"". Así explicó un ministro por qué su provincia no tiene coronavirus https://t.co/Q2le1OvsBK https://t.co/186jgyjB0d",@usuario Parece que el INDEC K también era formoseño...,False,0,0,1,"El texto contiene una crítica hacia Formosa, pero no hace ninguna alusión a una característica protegida. Además, no tiene un tono de rechazo intenso o irracional hacia un individuo o grupo por una característica protegida. La respuesta final es ""nada"".","El texto compara a los formoseños con el INDEC (Instituto Nacional de Estadística y Censos) que es conocido por manipular datos. Esto es ofensivo y discriminatorio hacia los formoseños. La respuesta final es ""racismo""."
376388,Preocupación en Hong Kong por una rara hepatitis transmitida por ratas https://t.co/ot0ohxB6vi,@usuario Ufa loco!!estos orientales son una plaga en si!!,True,1,1,1,"El texto contiene un comentario despectivo hacia las personas de origen oriental, refiriéndose a ellos como una ""plaga"". Por lo tanto, la respuesta final es ""racismo"".","El texto muestra un desprecio hacia la población de Hong Kong, refiriéndose a ellos como una plaga. Esto es un claro ejemplo de racismo. La respuesta final es 'racismo'."
343615,China: comenzó el tradicional Festival de carne de perro a pesar de la pandemia de coronavirus https://t.co/XaGiVlTMRq https://t.co/MXn609BUzE,"@usuario Deberíamos imitar esas sanas costumbres.  Nuestro presupuesto y economía nos indican que hay nada mejor.  Basta de tanto chanchito, vaca y sus achuras. Un buen perro y chau picho.",False,0,0,1,"El texto hace referencia a imitar la tradición china de comer carne de perro, con comentarios despectivos hacia la carne de cerdo y vaca. Si bien puede considerarse una apología a la crueldad animal, no contiene discurso de odio hacia ninguna característica protegida. Por lo tanto, la respuesta final es ""nada"".","El texto celebra la costumbre de comer perros en China y sugiere que se debería adoptar en Argentina. Aunque no hay una alusión directa a una característica protegida, el texto puede ser interpretado como racista por su desprecio hacia una costumbre de un país asiático. La respuesta final es 'racismo'."
349340,"Paul McCartney: ""Los chinos necesitan ser más limpios y menos medievales"" https://t.co/IWYFqAR993 https://t.co/X42fVIl9VJ",@usuario Dijo lo que muchos pensamos...,False,0,0,1,"El texto no contiene ninguna expresión de discurso de odio. La respuesta final es ""nada"".",El texto está celebrando un comentario racista de Paul McCartney contra los chinos. La respuesta final es 'racismo'.
339478,El PJ elogió la actitud de China frente a la pandemia del coronavirus https://t.co/IYGVlArQuJ,@usuario Que lindo yo pedí chop suey! Miro Bruce Lee y espero las ofertas del súper chino de la esquina!🈯🎎🎴 #bastadesopademurcielago,False,1,0,0,"El texto contiene burlas y estereotipos hacia la cultura china, haciendo referencias a la comida, a Bruce Lee y al supermercado chino. Si bien no es un discurso de odio tan agresivo como otros ejemplos, sí refuerza estereotipos y hace comentarios despectivos. La respuesta final es ""racismo"".","El texto no contiene discurso de odio. Aunque se refiere a China, no hay ninguna declaración de rechazo, enemistad o aborrecimiento hacia el país o sus habitantes. La respuesta final es 'nada'."
354179,Alarma en China: más de 3000 personas se enfermaron tras la fuga de una bacteria https://t.co/hwnlVfqRyV https://t.co/hZTIJRUpSv,@usuario Y estos quieren poner una fabrica de cerdos aca en el país...,False,0,0,1,"El texto no contiene discursos de odio. No se hace referencia a ninguna característica protegida en particular. La respuesta final es ""nada"".","El texto establece una relación entre China y la bacteria, sugiriendo que los chinos son portadores de enfermedades. Esto es un estereotipo racista. La respuesta final es ""racismo""."
390658,Su novia es mexicana y Migraciones le exige casi 50 mil pesos para dejarla ingresar a la Argentina | Por Cinthia Ruth https://t.co/dnNHPbdo7m,"@usuario @usuario El canciller es Felipe Sola, el de salud un obeso mórbido adicto al scotch, no esperen milagros",False,0,0,1,"El texto insulta al canciller Felipe Solá y al ministro de Salud sin mencionar ninguna característica protegida. La respuesta final es ""nada"".","El texto critica a dos funcionarios públicos, uno por su nacionalidad y el otro por su apariencia física y supuesta adicción. La respuesta final es ""racismo, clase""."
403641,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,@usuario Usurpado por la colonización.,False,1,0,1,"El texto menciona la palabra ""colonización"", que está relacionada con la invasión y el despojo de territorios de pueblos originarios como los mapuches. Si bien no hay un discurso de odio directo hacia los mapuches en este tweet, la mención de la colonización puede asociarse con el racismo hacia los pueblos originarios. La respuesta final es ""racismo"".","El texto implica que los mapuches son invasores y que el territorio en disputa les pertenece a otros. Esto es un desconocimiento de la historia y de los derechos de los pueblos originarios. La respuesta final es ""racismo""."
396102,"Graciela Camaño: ""No hay conducción bifronte, la gestión la conduce Cristina Kirchner""

""Me considero una diputada opositora, no estoy conforme con la dirigencia política, porque se ha perdido mucho nivel con los años"", dijo la legisladora.

https://t.co/3gT0n2GpGu","@usuario Gracielita, si no te gusta andate a Haiti.",False,1,0,1,"El texto insulta a Graciela Camaño y sugiere que debería irse a Haití, lo cual podría interpretarse como una forma de discriminarla por su origen o nacionalidad. Si bien no se menciona directamente una característica protegida, esta afirmación puede caer en xenofobia. La respuesta final es ""racismo"".","El texto sugiere que Graciela Camaño debería irse a Haití, un país pobre y con problemas políticos, por no estar conforme con la dirigencia política argentina. Esto muestra un desprecio hacia las personas de bajos recursos y hacia los inmigrantes. La respuesta final es ""clase, racismo""."
403632,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,@usuario Estos son Terroristas de #IzquierdaMiserable...de mapuches NADA,True,1,0,1,"El texto califica a los mapuches como ""terroristas de izquierda miserable"" y niega su identidad étnica al decir ""de mapuches NADA"". Esta declaración denigra a los mapuches y fomenta la estigmatización de su lucha por la tierra. La respuesta final es ""racismo"".","El texto niega la identidad mapuche de los habitantes de Villa Mascardi y los acusa de terroristas. La respuesta final es ""racismo""."
339535,China enviará nueva ayuda sanitaria a la Argentina para mitigar el impacto del coronavirus | Por Martín Dinatale https://t.co/VW8Th1oWln,"@usuario Vienen a qué ? A infectarnos a todos? Por otro lado siento que nos quizo decir que inútiles somos, no sabemos cómo manejar esta pandemia. 😭",False,0,0,1,"El texto no contiene discurso de odio ya que expresa desconfianza y miedo hacia la ayuda sanitaria proveniente de China, pero no incluye comentarios discriminatorios o de rechazo hacia ninguna característica protegida. La respuesta final es ""nada"".","El texto muestra un prejuicio hacia los chinos, sugiriendo que vienen a infectar a la Argentina. La respuesta final es ""racismo""."
405665,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,"@usuario Periodismo que desinforma:
No fue ""vandalizada por mapuches"", sino que fue ""vandalizada por delincuentes"".
Eso es lo que son y como eso hay que tratarlos, y también a todos los que los defienden y los cubren.",False,1,0,1,"El texto ataca a los mapuches, calificándolos directamente como ""delincuentes"" y dando a entender que todos los que los defienden también lo son. Esta estigmatización y criminalización de un grupo étnico constituye un discurso de odio por racismo hacia los pueblos aborígenes. La respuesta final es ""racismo"".","El texto asocia a los mapuches con delincuentes, lo que es un estereotipo racial. La respuesta final es ""racismo""."
354759,"China alertó sobre brote de peste bubónica pero la OMS no lo considera de ""alto riesgo""
https://t.co/T2bps0Cm1l","@usuario Hay que tirar una bomba a los chinos y listo amigo, corta",True,1,1,1,"El texto contiene un llamado a la violencia extrema contra los chinos (""hay que tirar una bomba a los chinos y listo amigo""), implicando una clara expresión de racismo y xenofobia. La respuesta final es ""racismo"".","El texto muestra un desprecio hacia los chinos y propone una solución extrema y violenta. La respuesta final es ""racismo""."
341842,Coronavirus en Argentina: denuncian que miles de paraguayos cruzan la frontera para cobrar el IFE en Formosa https://t.co/bcssvEmFtO,"@usuario Say sabemos lo qe son los paraguayos , viven de la nuestra",True,1,1,1,"El texto insulta a los paraguayos, generalizándolos como personas que viven de los recursos de Argentina. Aunque no menciona una característica protegida en específico, el comentario es discriminatorio hacia los inmigrantes paraguayos. La respuesta final es ""racismo"".","El texto muestra un desprecio hacia los paraguayos, sugiriendo que viven a costa de los argentinos. La respuesta final es ""racismo""."
389716,Pablo Moyano amenazó con un paro en la Ciudad de Buenos Aires si hay recortes en la recolección de basura https://t.co/GnCtWaTCVn,@usuario Este 💩 q no se meta con la ciudad. Q se jodan por apoyar la reduccion de fondos esto lo hace este 👨🏿 para desgastar a Larreta. Que no sueñen con la Capital jamás será peronista NO QUEREMOS CEREBROS PLANOS EN LA CIUDAD AUTÓNOMA DE BUENOS AIRES. para eso esta la pba,False,1,0,1,"El texto contiene insultos hacia la figura de Pablo Moyano (""💩"", que hace referencia a ""caca"") y además utiliza un emoji de color de piel oscuro (""👨🏿"") de manera despectiva. Además, el texto insinúa que las personas de la provincia de Buenos Aires tienen ""cerebros planos"", enfatizando una supuesta superioridad de la Ciudad Autónoma de Buenos Aires. La respuesta final es ""racismo"".","El texto utiliza el término ""esto"" para referirse a Pablo Moyano, que es negro, y lo acusa de querer desgastar a Larreta. Además, descalifica a los ""cerebros planos"" que no son peronistas. La respuesta final es ""racismo, clase""."
406844,Joven venezolana denunció que fue drogada y abusada en una entrevista laboral https://t.co/GU5cjkb1lA https://t.co/gZSoVup5bY,"@usuario Que le quemen el negocio, luego buscar a ese tipo y neutralizarlo.",False,0,0,1,"El texto contiene un llamado a la violencia contra el perpetrador de un abuso sexual. Aunque es una reacción comprensible y emotiva frente a una situación tan grave, la incitación a la violencia no es aceptable. Sin embargo, no contiene discurso de odio hacia ninguna característica protegida. La respuesta final es ""nada"".","El texto alude a la nacionalidad de la joven (""venezolana"") y desea que se le haga daño a la persona que la agredió. La respuesta final es ""racismo""."
337796,El kirchnerismo creó un organismo para supervisar qué noticias se publican en los medios de comunicación https://t.co/DtJ9zs1BII,@usuario Detrás de esa ¿funcionaria? hay dos banderas QUE NO SON LA BANDERA NACIONAL. ¿A quien representan estas mujeres?,False,0,0,1,"El texto cuestiona las banderas que se encuentran detrás de la funcionaria mencionada, insinuando que no son la bandera nacional y sugiriendo que representan a otro grupo. Aunque no se hace una afirmación directa de odio hacia un grupo específico, el tono discriminatorio hacia la identidad de la funcionaria mencionada es evidente. En este caso, la respuesta final sería ""nada"".","El texto cuestiona la legitimidad de una funcionaria por su género y su origen étnico. La respuesta final es ""mujer, racismo""."
397017,Una nena wichi de dos años murió por desnutrición en Salta https://t.co/xemWPmsg9J,@usuario Y la mesa del hambre?,False,0,0,1,"El texto parece estar cuestionando la falta de respuesta o acción frente a situaciones de desnutrición y pobreza, por lo que no contiene discurso de odio. La respuesta final es ""nada"".","El texto hace referencia a la pobreza de la comunidad wichi y la desnutrición de la niña. La respuesta final es ""racismo, clase""."
339498,El PJ elogió la actitud de China frente a la pandemia del coronavirus https://t.co/IYGVlArQuJ,"@usuario Un fósil como @usuario preside un movimiento como el PJ, a contrapelo de la lógica y la verdad, elogiando a un régimen totalitario como el chino, q mintió en todo y además le agradecen por caramelos, cuando la comunidad internacional debería ser resarcida por el daño chino",True,0,0,0,"El texto critica al Partido Justicialista por elogiar a China y lo califica como un ""fósil"", lo cual es despectivo pero no está dirigido a una característica protegida. Aunque menciona al régimen chino, no incurre en discurso de odio. La respuesta final es ""nada"".","El texto critica al PJ por elogiar a China, pero no contiene discurso de odio. La respuesta final es 'nada'."
333821,"“Comemurciélagos” y “fabricantes de virus"": la ira de una estrella del rock contra China por la pandemia de coronavirus https://t.co/hxQH8AJyFX",@usuario NOOO LO QUE DIJOOO SE FUE AL CARAJO CON ESO,False,1,0,0,"El texto contiene expresiones de rechazo hacia los chinos, mencionando a China en el contexto del coronavirus. Aunque no contiene insultos directos, la generalización e ira hacia un país específico por su origen étnico lo hace discriminatorio y promueve el odio hacia esa comunidad. La respuesta final es ""racismo"".",El texto no contiene discurso de odio. La respuesta final es 'nada'.
405630,Así quedó la iglesia de El Bolsón vandalizada por mapuches https://t.co/HX65fLHMmO,@usuario Jaja q trucho sos infobae donde estan los mapuches ?,False,0,0,1,"El texto no muestra discurso de odio. La expresión ""mapuches"" está utilizada de manera despectiva y en tono burlón, pero no hay una manifestación de odio hacia los pueblos indígenas en general. La respuesta final es ""nada"".","El texto cuestiona la veracidad de la noticia y niega la existencia de los mapuches. Esto es una forma de racismo contra los pueblos originarios. La respuesta final es ""racismo""."
333824,"“Comemurciélagos” y “fabricantes de virus"": la ira de una estrella del rock contra China por la pandemia de coronavirus https://t.co/hxQH8AJyFX",@usuario cuando tenes razo tenes razon.,True,0,0,0,"El texto en cuestión no contiene ninguna expresión de odio hacia ninguna característica protegida, solo expresa acuerdo con la opinión de la estrella del rock. Por lo tanto, la respuesta final es ""nada"".",El texto no contiene discurso de odio. La respuesta final es 'nada'.
341870,Coronavirus en Argentina: denuncian que miles de paraguayos cruzan la frontera para cobrar el IFE en Formosa https://t.co/bcssvEmFtO,@usuario SOS en cracks Gildo Insfran capo,False,0,0,1,"El texto elogia a Gildo Insfrán (""cracks"" y ""capo""), sin hacer referencia a ninguna característica protegida. La respuesta final es ""nada"".","El texto se refiere al gobernador de Formosa, Gildo Insfrán, como capo, sugiriendo que está involucrado en actividades ilegales. Además, se refiere a los paraguayos que cruzan la frontera como cracks, lo que implica que son ladrones. La respuesta final es ""racismo""."
391767,Preocupante hallazgo en China: detectaron coronavirus en helados https://t.co/Or3PW5D7Ph,@usuario Estos comunistas y sus pravdas,False,1,0,1,"El texto utiliza un tono despectivo hacia los chinos al mencionar ""comunistas"" y ""pravdas"". Aunque no se refiere directamente a la característica protegida de raza, se utiliza de forma peyorativa para referirse a una nacionalidad específica, lo cual puede ser interpretado como racismo. La respuesta final es ""racismo"".","El texto hace una referencia despectiva a China y a su sistema político. Aunque no es un insulto directo, el comentario muestra un desprecio hacia los chinos. La respuesta final es 'racismo'."
403679,Tensión en Villa Mascardi: mapuches resisten el desalojo de un predio usurpado https://t.co/8X6nnuOh21,"@usuario Ups, parece que estos matruches no son camporistas...",False,1,0,0,"El texto utiliza un término peyorativo para referirse a los mapuches (""matruches"") y los vincula de manera despectiva con un partido político en Argentina (Cámpora). Esto denota discriminación racial y política. La respuesta final es ""racismo"".","El texto utiliza el término ""matruches"" para referirse a los mapuches, una palabra que no existe y que suena similar a ""maricones"", un insulto homofóbico. La respuesta final es ""lgbti""."
392803,"Un estudio dice que el COVID-19 ya circulaba en Italia en septiembre de 2019, mucho antes de que China reconociera la existencia del virus https://t.co/gy6A7pI5jv",@usuario Así fue. No por nada las cepas que llegaron a América fueron las italianas.,False,1,0,0,"El texto desprecia las cepas italianas del virus, insinuando que son las responsables de haber llevado el virus a América. Si bien no ataca directamente a las personas de origen italiano, sí realiza una generalización negativa basada en la nacionalidad, lo cual puede considerarse un tipo de discurso de odio. La respuesta final es ""racismo"".",El texto no contiene discurso de odio. La respuesta final es 'nada'.
348477,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,"@usuario Mientras los chinos sigan viviendo en la mugre, torturando y comiendo animales vivos en pésimo estado, sin ninguna responsabilidad esto va empeorando...aíslen esos chinos mugrientos, clarentw no les importa nada.",True,1,1,1,"El texto insulta a los chinos (""chinos mugrientos"") y los acusa de vivir en la mugre, de torturar y comer animales vivos en mal estado, además de querer aislarlos. Esta actitud discriminatoria y de rechazo hacia una comunidad específica por su origen racial y cultural la encasilla dentro de ""racismo"".","El texto muestra un claro discurso de odio hacia los chinos, a quienes acusa de vivir en la mugre, torturar animales y no tener responsabilidad. La respuesta final es ""racismo""."
392800,"Un estudio dice que el COVID-19 ya circulaba en Italia en septiembre de 2019, mucho antes de que China reconociera la existencia del virus https://t.co/gy6A7pI5jv",@usuario Obvio todos los resfríos son x coranavirus pero este está modificado en el laboratorio de wujan,False,0,0,1,"El texto habla sobre teorías conspirativas en relación al origen del COVID-19, sin embargo, no contiene discurso de odio ni alude a ninguna característica protegida. La respuesta final es ""nada"".","El texto sugiere que el COVID-19 fue creado en un laboratorio en China, lo que implica un sesgo racista. La respuesta final es ""racismo""."
381868,Bono Anses: analizan cuál será el monto del refuerzo del IFE en junio | Por Matías Barbería https://t.co/35GZHYEIYF,@usuario Lo cobran en Paraguay. En Argentina no lo cobra nadie,False,0,0,1,"El texto menciona a Paraguay de manera despectiva comparándolo con Argentina en relación al cobro del bono de Anses. Aunque no contiene expresiones de odio hacia características protegidas específicas, sí implica una visión negativa o discriminatoria hacia Paraguay. La respuesta final es ""nada"".","El texto sugiere que los beneficiarios del IFE no son argentinos, sino paraguayos. Esto es un comentario xenófobo y racista. La respuesta final es ""racismo""."
401297,Multitudes en las calles y discotecas abarrotadas: la fiesta de Wuhan tras el año de la pandemia que se inició en uno de sus “mercados húmedos” https://t.co/Sm5M3iUPKw,@usuario espero no hayan comido boludeces en la cena de año nuevo,False,0,0,1,"El texto no contiene discurso de odio. No menciona ninguna característica protegida ni contiene expresiones intensas de rechazo hacia un individuo o grupo. La respuesta final es ""nada"".","El texto muestra un desprecio hacia la cultura china, sugiriendo que el origen del COVID-19 se debe a que comen ""boludeces"". La respuesta final es ""racismo""."
342284,Xi Jinping prometió que las vacunas desarrolladas en China contra el coronavirus estarán disponibles como “bien público global” https://t.co/ZWCZray2Wo,@usuario No nos metas cuentos chinos!!!,False,1,0,1,"El texto utiliza la expresión ""cuentos chinos"" de manera despectiva, haciendo alusión y menospreciando a la cultura china. La respuesta final es ""racismo"".","El texto utiliza una expresión despectiva hacia China. La respuesta final es ""racismo""."
348933,"Mayra Mendoza: “Promover que la gente salga a la calle y celebrar me parece una actitud muy miserable, egoísta e irresponsable” | Por Mariana Dahbar https://t.co/2OJRkPIDVz",@usuario Quien carajo se cree que es esta bagallo? No vio los otros días en su municipio a hinchas del club Quilmes rompiendo la cuarentena para despedir a un barra brava muerto?de donde salió este bicho bolita ?,False,0,1,0,"El texto contiene múltiples insultos y descalificaciones hacia Mayra Mendoza. Se la llama ""bagallo"" de manera despectiva, se la acusa de ser irresponsable y se cuestiona de dónde salió, utilizando un término despectivo (""bicho bolita""). Además, se menciona un incidente previo con hinchas de Quilmes y un barra brava, lo que podría considerarse incitación a la violencia. En este caso, la respuesta final es ""mujer, clase, nada"". No se llega a un discurso de odio claro, pero sí hay múltiples descalificaciones que pueden ser consideradas ofensivas.","El texto critica a Mayra Mendoza por su opinión sobre la cuarentena y la compara con hinchas de fútbol que rompieron la cuarentena. El texto no hace alusión a ninguna característica protegida, por lo que la respuesta final es 'nada'."
348505,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,@usuario Culpa de los chinos vamos a morir todos,True,1,1,1,"El texto culpa a los chinos en general de ser responsables de una pandemia futura, lo cual es racista. La respuesta final es ""racismo"".",El texto culpa a los chinos por el virus y desea que todos mueran. La respuesta final es 'racismo'.
393207,Xi Jinping dijo que la recuperación económica de la pandemia es muy inestable: “El mundo no volverá a ser lo que fue” https://t.co/MWu9lqCORj,"@usuario Que el chino comunista le hable a su pueblo, al mundo (aún) libre que nos deje fuera de su mierda.",False,1,1,1,"El texto utiliza un lenguaje despectivo hacia los chinos y los califica de ""comunistas"", lo cual puede considerarse racista. Además, se expresa una clara enemistad hacia esa población al pedir que nos deje fuera de su mierda. La respuesta final es ""racismo"".","El texto muestra un rechazo hacia el pueblo chino y su gobierno, con un tono de desprecio y racismo. La respuesta final es ""racismo""."
344155,"Es hija de chinos, llevó merienda al colegio para compartir y se la rechazaron por temor a contagiarse de coronavirus https://t.co/9qLjmqBwNn",@usuario si no les escupe en sus vasos/comida es alta tibia,False,1,0,1,"El texto alude a la descendencia china de la niña, y sugiere que si no les escupe en la comida, simplemente les está dando una ""tibia"" (una bebida alcohólica). Esto implica una actitud xenofóbica hacia los chinos, por lo que la respuesta final es ""racismo"".","El texto hace una afirmación racista sobre la hija de chinos, sugiriendo que ella es sucia y que escupiría en la comida de los demás. La respuesta final es ""racismo""."
407556,"Alberto Fernández: ""Es imperdonable que haya indocumentados en Argentina "" https://t.co/DDrigPlNxZ https://t.co/r6BquV2RBu",@usuario 75 años de peronismo en casi toda la Republica y te sorprende ! Eso si le damos dni a paraguayos y bolovianos para que crucen a votar y cobrar el IFE !  Chirolita asesorate antes de hablar !,False,1,0,1,"El texto contiene comentarios xenófobos y despectivos hacia paraguayos y bolivianos, insinuando que se les otorgan documentos para votar y cobrar beneficios sociales. Además, utiliza el insulto ""Chirolita"" para referirse de manera despectiva a Alberto Fernández, aunque este no encaja en una característica protegida. La respuesta final es ""racismo"".","El texto critica la decisión del gobierno de dar DNI a personas indocumentadas y sugiere que se hace para que los extranjeros puedan votar y cobrar el IFE. Además, se refiere al presidente como ""chirolita"", un término despectivo. La respuesta final es ""racismo, clase""."
384339,China: identificaron otro virus “con potencial para convertirse en pandemia” #NuevoVirus #China #TransportadoPorCerdos #PodríaInfectarAHumanos #LasActualesVacunasPodríanAdaptarse #MásEnLaNota https://t.co/PfFGNEhY1O,@usuario Cuiiiiiiida los chanchoooooss mabeeeeeeelll🎶,False,0,0,1,"El texto utiliza un estereotipo sobre los chinos y su relación con los cerdos, sin embargo, no contiene un discurso de odio con declaraciones de rechazo intenso contra ellos. La respuesta final es ""nada"".","El texto se refiere a los chinos como ""chanchoos"" (cerdos) y los desea infectados con el virus. Esto es un claro ejemplo de racismo. La respuesta final es ""racismo""."
348492,Científicos identificaron en China otro virus respiratorio“con potencial para convertirse en pandemia” https://t.co/TQYuvSXqrT,@usuario Y si encuarentenamos China entera? Total ahora existen los barcos de carga sin tripulación,False,0,0,1,"El texto menciona a China, pero no contiene discurso de odio hacia los chinos en general. La idea de poner en cuarentena todo el país no implica un ataque directo hacia la población china, sino que se trata de una propuesta relacionada con la contención de virus. Por lo tanto, no se identifica ningún discurso de odio en este tweet. La respuesta final es ""nada"".","El texto sugiere que se debería encerrar a toda China, lo que implica un desprecio hacia los chinos. La respuesta final es ""racismo""."
343300,China: Vuelven a vender murciélagos y carne de animales domésticos a pesar del Coronavirus #OtrasVezComenMurciélagos #YComenAnimalesDomésticos #AsíNo #QuéHorror #Coronavirus #China https://t.co/DTaFQaWzFH,@usuario @usuario 💣💣💣,True,0,1,0,"El texto no contiene discurso de odio. No hace referencia a ninguna característica protegida ni presenta declaraciones intensas de rechazo hacia un individuo o grupo. La respuesta final es ""nada"".",El texto no hace ninguna alusión a una característica protegida. La respuesta final es 'nada'.
341849,Coronavirus en Argentina: denuncian que miles de paraguayos cruzan la frontera para cobrar el IFE en Formosa https://t.co/bcssvEmFtO,@usuario LES DAMOS PLATA A LOS PARAGUAYOS  Y PARA NUESTRO JUBILADOS NO HAY PLATA. SIENDO VULGAR QUE H.D.R.P,False,1,0,1,"El tweet contiene un comentario xenófobo hacia los paraguayos, sugiriendo que reciben beneficios económicos en Argentina en lugar de los jubilados argentinos. Por lo tanto, la respuesta final es ""racismo"".","El texto muestra un desprecio hacia los inmigrantes paraguayos, sugiriendo que se les da dinero a ellos y no a los jubilados argentinos. La respuesta final es ""racismo""."
336520,Detuvieron a un delincuente recientemente liberado por la excusa del coronavirus: volvió a golpear a su familia https://t.co/kRHjqDIljH,@usuario Que ganas de romper las pelotas estos negros de mierda,True,1,1,1,"El texto utiliza un término despectivo y racista (""negros de mierda"") para referirse a un grupo de personas. Por lo tanto, la respuesta final es ""racismo"".","El texto utiliza el término ""negros"" de manera despectiva para referirse a un delincuente. La respuesta final es ""racismo""."
407598,"Alberto Fernández: ""Es imperdonable que haya indocumentados en Argentina "" https://t.co/DDrigPlNxZ https://t.co/r6BquV2RBu","@usuario Y documentenlós, los traen ustedes a esa gente.",False,0,0,1,"El texto no contiene discurso de odio. Aunque menciona a los ""indocumentados"", no hay ninguna expresión de odio o discriminación hacia ellos. La respuesta final es ""nada"".","El texto critica la llegada de inmigrantes a Argentina y sugiere que el gobierno debería documentarlos. Esto es xenófobo y racista. La respuesta final es ""racismo""."
390663,Su novia es mexicana y Migraciones le exige casi 50 mil pesos para dejarla ingresar a la Argentina | Por Cinthia Ruth https://t.co/dnNHPbdo7m,"@usuario Que entre por Bolivia, pasan todos..",False,1,0,1,"El texto sugiere de manera despectiva que la novia entre por Bolivia para evitar el costo exigido por Migraciones. Si bien no hace referencia directa a una característica protegida, el comentario puede considerarse despectivo hacia las personas bolivianas en general, implicando la idea de que es más fácil ingresar por ese país. Por lo tanto, la respuesta final es ""racismo"".","El texto muestra un desprecio hacia los migrantes que ingresan por Bolivia, sugiriendo que son indeseables. La respuesta final es ""racismo""."
339609,Una investigación afirma que el régimen chino ocultó al menos 40 mil muertes por coronavirus en Wuhan: “La cifra real sólo la saben ellos” https://t.co/Q68Z3q9Pvq,@usuario Los chinos hay desaparecerlo,True,1,1,1,"El texto tiene un discurso de odio hacia los chinos, al expresar que deberían ser ""desaparecidos"". Implica un deseo de violencia o eliminación de un grupo de personas basado en su nacionalidad. La respuesta final es ""racismo"".","El texto muestra un desprecio hacia los chinos y sugiere que desaparezcan. La respuesta final es ""racismo""."
394735,"El titular de la OMS, “decepcionado” con China por no dar las autorizaciones necesarias al equipo que viaja a investigar el origen del COVID-19 https://t.co/wXrMlasyFc",@usuario No te enojes mucho etiope. Que mandan a suicidarte con veneno.,False,0,0,1,"El texto contiene un insulto hacia el titular de la OMS, llamándolo ""etiope"" de manera despectiva. No hay ninguna alusión a una característica protegida, por lo tanto la respuesta final es ""nada"".","El texto se refiere al titular de la OMS como ""etiope"" y le desea la muerte. Esto es racista y xenófobo. La respuesta final es ""racismo""."
339520,China enviará nueva ayuda sanitaria a la Argentina para mitigar el impacto del coronavirus | Por Martín Dinatale https://t.co/VW8Th1oWln,@usuario Garcamos.....vamo' a morrrriiirrr,False,0,0,1,"El texto contiene un vocablo vulgar y una expresión de temor hacia la ayuda sanitaria proveniente de China, pero no incluye ninguna referencia a las características protegidas mencionadas. La respuesta final es ""nada"".","El texto alude a la ayuda sanitaria de China como ""garca"", un insulto que significa ""estafador"". Además, se refiere a la muerte de los argentinos. La respuesta final es ""racismo""."
