id,context_tweet,text,LGBTI,PRED_LGBTI_gpt,PRED_LGBTI_beto,PRED_LGBTI_mixtral,pred_cot_gpt,pred_cot_mixtral
359386,Eugenio Zaffaroni: “Con Macri no hubiéramos tenido cuarentena y tendríamos miles de muertos” https://t.co/DhKGcEjTzz https://t.co/0XURGdhX3C,@usuario VOS ZAFARONI HDP CUIDATE Y NO HABLES MAS PUTO DE MIERDA,True,1,0,1,"El texto contiene insultos homofóbicos hacia Eugenio Zaffaroni (""puto"") y deseo de daño físico (""cuidate y no hables más""). Por lo tanto, el discurso de odio presente es ""lgbti"".","El texto insulta a Eugenio Zaffaroni con palabras despectivas y homofóbicas. La respuesta final es ""mujer, lgbti""."
382137,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA","@usuario Trasvescidios? 🤔

 Por la cercanía del verano vamos a ver un aumento en la tasa de los mosquicidios",True,1,0,1,"El texto hace una burla despectiva con el término ""travesticidios"", minimizando la problemática de los crímenes de odio contra personas trans. Aunque no menciona directamente a personas de la comunidad lgbti, la comparación con ""mosquicidios"" es discriminatoria. La respuesta final es ""lgbti"".","El texto se burla de la identidad de género de las personas trans y de la palabra ""travesticidios"". La respuesta final es ""lgbti""."
406350,Santiago del Estero: su hija es paciente oncológica y debió cargarla 5 kilómetros en brazos porque le prohibieron ingresar en auto a la provincia https://t.co/6WZqAjPUC4,@usuario El puto gobernador y LA PUTA POLICÍA POR LA FALTA DE EMPATIA ...,False,0,0,1,"El texto utiliza términos despectivos como ""puto"" y ""puta"" para referirse al gobernador y a la policía, respectivamente. Aunque son insultos, no están dirigidos a una característica protegida, sino a las autoridades. La respuesta final es ""nada"".","El texto utiliza la palabra ""puto"" como insulto, lo que puede ser considerado como un ataque a la orientación sexual de la persona. La respuesta final es ""lgbti""."
397509,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,@usuario Exactamente igual que antes,False,0,0,1,"El texto no contiene discurso de odio, ya que simplemente menciona cómo luce Elliot Page tras declararse trans. No hay ninguna declaración de rechazo, enemistad o aborrecimiento contra el actor por su identidad de género. La respuesta final es ""nada"".",El texto sugiere que no hay diferencia entre la apariencia de Elliot Page antes y después de declararse trans. Esto niega la identidad de género de Elliot Page y es ofensivo. La respuesta final es 'lgbti'.
379457,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,@usuario Y los jubilados se mueren de hambre. Esta boludez votaron.,False,0,0,1,"El tweet no contiene discurso de odio ya que, si bien critica la decisión de financiar una cirugía estética, no realiza ninguna declaración de carácter intenso o irracional de rechazo hacia un individuo o grupo por una característica protegida. La respuesta final es ""nada"".","El texto critica la decisión del PAMI de pagar una cirugía de aumento de senos a una afiliada trans. La respuesta final es ""lgbti""."
395663,"Alberto Fernández: ""Me iría a un isla desierta con Máximo Kirchner "" https://t.co/J11MNnD5Yb https://t.co/ALGYab7Xch",@usuario @usuario Si el gordo tiene una pinta de sodomita!JAJA,True,1,0,1,"El texto utiliza un término despectivo para referirse a la orientación sexual de Máximo Kirchner (""sodomita""), lo cual constituye discurso de odio hacia la comunidad LGBTI. La respuesta final es ""lgbti"".","El texto se refiere al presidente Alberto Fernández con un insulto homofóbico. La respuesta final es ""lgbti""."
375838,"Contó que era lesbiana, su papá le confesó que era gay y ahora su madre se enamoró de una mujer, lo que inspiró su segundo film | Por Hugo Martin
https://t.co/dt3NtrVJIW","@usuario si están tan orgullosos y consideran que es algo convencional, de que se enorgullecen? cada uno es lo que es, no el modo en que prefiere hacer el amor.",False,1,0,0,"El texto, a pesar de plantear una posición abierta hacia la diversidad sexual, lo hace de manera despectiva al sugerir que la homosexualidad es solamente sobre ""cómo se prefiere hacer el amor"", reduciendo la identidad de las personas LGBTQ+ a sus prácticas sexuales. Por lo tanto, aunque no se exprese abiertamente un discurso de odio, sí contiene cierta carga de discriminación. La respuesta final es ""lgbti"".","El texto no contiene discurso de odio. Aunque critica la forma en que algunas personas se enorgullecen de su orientación sexual, no lo hace de manera intensa o irracional. Además, no se refiere a ninguna característica protegida. La respuesta final es 'nada'."
379521,“¿Por qué no vemos médicos trans?”: el reclamo de un prestigioso cardiólogo para que América sea más inclusiva | Por Valeria Román https://t.co/19put40QqT,@usuario Ya la sola pregunta del título es una colosal estupidez.,False,0,0,1,"El texto critica la pregunta sobre la inclusión de médicos trans, calificándola de ""colosal estupidez"". Aunque es una opinión despectiva, no contiene discurso de odio hacia personas de la comunidad lgbti, ya que no se refiere directamente a ellas con ningún insulto o desprecio. Por lo tanto, la respuesta final es ""nada"".","El texto critica la pregunta de un médico trans sobre la falta de representación de personas trans en el ámbito médico. La respuesta final es ""lgbti""."
397542,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,@usuario Y cual es el cambio? no se maquilla mas? anda todo el día escondidE con capuchas? cual es el cambio? la barba el bigote??? dejate de joder esto es un fetiche no mas.,False,1,1,1,"El texto cuestiona la validez de la identidad de género de Elliot Page y lo reduce a un fetiche. Además, menciona su barba y bigote como si fueran las características que definen el género de una persona. La respuesta final es ""lgbti"".","El texto critica la decisión de Elliot Page de declararse trans y lo ridiculiza. La respuesta final es ""lgbti""."
396716,"""Te amo "". La emotiva dedicatoria de Luis Novaresio a su pareja en su cumpleaños https://t.co/Hh63kaVA5U https://t.co/vNaUBjBkzx",@usuario Definitivamente no acepto esta degeneración repugnante de la humanidad.,True,1,0,1,"El texto expresa un rechazo hacia la relación homosexual de Luis Novaresio, ya que utiliza términos como ""degeneración repugnante"". Por lo tanto, el tweet contiene un discurso de odio hacia la comunidad LGBTI. La respuesta final es ""lgbti"".","El texto muestra un rechazo hacia la homosexualidad de Luis Novaresio, llamándola ""degeneración repugnante"". La respuesta final es ""lgbti""."
405366,Tras una ráfaga de más de 20 disparos asesinaron a una mujer trans en Rosario https://t.co/M0K3NXgfA8,@usuario Salió de caño... cuac!,True,1,0,1,"El texto utiliza un término despectivo (""caño"") para referirse a la forma en que asesinaron a la mujer trans. Aunque no insulta directamente a la mujer trans, la forma en que se refiere a su muerte es despectiva y minimiza la gravedad del crimen. La respuesta final es ""lgbti"".","El texto se refiere a la mujer trans asesinada como si fuera un animal. La respuesta final es ""lgbti""."
338103,Vive con sus dos novios y atiende “la policlínica” del amor libre: 5 preguntas para abrir una relación y sobrevivir al intento | Por Gisele Sousa Dias https://t.co/pBZLnGiDa2,@usuario Asi se pega el sida degenerados,True,1,1,1,"El texto contiene un insulto hacia las personas que practican el amor libre, llamándolos ""degenerados"", además de una referencia despectiva al sida. Aunque no menciona directamente a la comunidad LGBTI, el término ""degenerados"" puede ser interpretado como un ataque hacia ellos debido a la connotación negativa históricamente asociada. La respuesta final es ""lgbti, racismo"".","El texto muestra un desprecio hacia las personas que tienen relaciones sexuales no convencionales y las acusa de propagar enfermedades. La respuesta final es ""lgbti""."
396730,"""Te amo "". La emotiva dedicatoria de Luis Novaresio a su pareja en su cumpleaños https://t.co/Hh63kaVA5U https://t.co/vNaUBjBkzx",@usuario 🙈🙈🙈🙊🤮,True,0,0,0,"El texto no contiene discurso de odio, ya que no hace referencia a ninguna característica protegida ni contiene insultos dirigidos a un individuo o grupo en particular. La respuesta final es ""nada"".",El texto no contiene discurso de odio. La respuesta final es 'nada'.
382139,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA","@usuario Pensar que cobran sueldos y la organización de nivel Ministerio. PARA QUE??? para que aprendamos a decir chicos, chicas, chiques, TRAVESTICIDIOS🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️cuando una persona mata a otra comete HOMICIDIO. El que mata una hormiga sería HORMIGUICIDIO, según estos berretas?",False,1,0,1,"El texto reacciona con desagrado hacia la inclusión de la palabra ""travesticidios"" y ""chiques"", refiriéndose a las personas trans. Además, utiliza un tono despectivo con palabras como ""berretas"". En este caso, se observa un discurso de odio hacia la comunidad lgbti, por lo tanto la respuesta final es ""lgbti"".","El texto critica el uso del término ""travesticidio"" y lo considera un término innecesario. Esto muestra un desprecio hacia la identidad de género de las personas trans. La respuesta final es ""lgbti""."
359606,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo https://t.co/zp904FUkPj,@usuario Si Belgrano se levanta te caga a patadas y te deja las bolas como bandera pelotudo..hdp,False,0,0,1,"El texto contiene insultos (""pelotudo"" y ""hdp"") pero no menciona nada relacionado con características protegidas. La respuesta final es ""nada"".","El texto insulta al actor y desea que lo agreda Manuel Belgrano. Además, utiliza un lenguaje misógino y homofóbico. La respuesta final es ""mujer, lgbti""."
327760,Los infectados en villas porteñas crecieron un 80% en cuatro días https://t.co/8Cc7pgnSzG https://t.co/iOpldGjWAz,"@usuario Ojalá que el virus penetre más en las villas y maten a todos esos delincuentes que viven ahi, hay paraguayos narcos, bolivianos que traen la droga de bolivia, y gente de mala vida. También hay travas que van a trabajar de noche a palermo.",True,1,0,1,"El texto contiene discurso de odio hacia múltiples características protegidas. Primero, el mensaje discrimina a los habitantes de las villas al desear que el virus se propague más en esos lugares y mate a quienes viven ahí, utilizando términos despectivos como ""delincuentes"", ""paraguayos narcos"", ""bolivianos que traen la droga de Bolivia"" y ""gente de mala vida"". Además, se hace referencia de manera discriminatoria hacia las personas trans al mencionar ""travas"" de manera despectiva. Por lo tanto, la respuesta final sería ""racismo, clase, lgbti"".","El texto muestra un desprecio hacia los habitantes de las villas, a quienes considera delincuentes y narcos. También muestra un desprecio hacia los paraguayos y bolivianos, a quienes considera responsables de la droga. Finalmente, muestra un desprecio hacia las travas que trabajan en Palermo. La respuesta final es ""racismo, lgbti""."
396239,Pedro Sánchez: “Argentina es hoy una nación más feminista” https://t.co/5s89M2akC5,@usuario Hace mucho luego ya eran Mariconsitos,False,1,0,1,"El texto utiliza un término despectivo y homofóbico (""mariconsitos"") para referirse a personas que apoyan el feminismo en Argentina. Por lo tanto, la respuesta final es ""lgbti"".","El texto utiliza la palabra ""maricones"" como insulto, despreciando a los hombres homosexuales. La respuesta final es ""lgbti""."
394609,Escocia será el primer país del mundo que proveerá gratis a todas las mujeres tampones y toallas femeninas https://t.co/TTUWCHBxmM,@usuario También incluye a los hombres con pollera?,False,1,0,1,"El texto hace referencia de manera despectiva a la posibilidad de incluir a los hombres que usan pollera en la distribución gratuita de productos de higiene femenina, lo cual es una burla hacia la identidad de género de esas personas. Por lo tanto, la respuesta final es ""lgbti"".","El texto muestra un desprecio hacia las mujeres trans y hacia las personas no binarias que usan polleras. La respuesta final es ""lgbti""."
379512,“¿Por qué no vemos médicos trans?”: el reclamo de un prestigioso cardiólogo para que América sea más inclusiva | Por Valeria Román https://t.co/19put40QqT,"@usuario Porque se escuenden, dirían los pibis",False,0,0,1,"El texto menciona de manera humorística (o despectiva) que los médicos trans se esconden, lo cual no constituye discurso de odio ni hace referencia a una característica protegida. La respuesta final es ""nada"".","El texto utiliza un lenguaje despectivo y discriminatorio hacia las personas trans, sugiriendo que se esconden. La respuesta final es ""lgbti""."
388875,“La China de Xi Jinping está redoblando el genocidio” https://t.co/MMsRL2AdeK,@usuario Que te extraña de un país comunista,False,1,0,0,"La respuesta es ""nada"". Aunque el tweet contiene críticas hacia un país (China) y un sistema político (comunismo), no hay discursos de odio ni expresiones de rechazo irracional hacia una característica protegida como mujer, lgbti, racismo o clase.","El texto muestra un desprecio hacia los países comunistas, pero no hace ninguna alusión a una característica protegida. La respuesta final es 'nada'."
387751,"“Mica” y “Maru”, las viudas negras de WhatsApp que drogaron a un empresario y le robaron más de 70 mil dólares | Por Martín Candalaft https://t.co/OpRPN3zxco",@usuario Gil... que bueno que te haya pasado... seguro eran dos gatos que llamaste así que no armes tanta historia,False,0,0,1,"El texto contiene un insulto (""gil"") pero no menciona ninguna característica protegida. La respuesta final es ""nada"".","El texto sugiere que la víctima de un delito es un ""gil"" (tonto) por haber caído en la trampa de las estafadoras. Además, sugiere que las estafadoras no son realmente mujeres, sino ""gatos"" (haciendo alusión a la expresión ""gato/gata"" para referirse a personas travestis o trans). La respuesta final es ""mujer, lgbti""."
379468,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,"@usuario Sho me autopercibo Susana Gimenez, así que más vale que me compren una chacra en Uruguay y me paguen la tintura rubia",False,1,0,1,"El texto utiliza el término ""autopercibida"" de manera despectiva, ridiculizando la identidad de género de la persona afiliada al PAMI. Además, menciona a Susana Giménez de forma sarcástica y sexista. La respuesta final es ""mujer, lgbti"".","El texto se burla de la identidad de género de la persona y su deseo de someterse a una cirugía de aumento de senos. La respuesta final es ""lgbti""."
349759,Graciana Peñafort: “La marcha me dio mucha pena y tuvo un nivel de convocatoria menor al esperado” https://t.co/sPiBqGmFIg,"@usuario a mi me da pena ella , que no puede ocuparse de su obesidad morbida y su pulsion x las “cachorras”",False,1,0,1,"El texto menciona el peso de Graciana Peñafort (""obesidad morbida"") y hace alusión de manera despectiva a su orientación sexual (""pulsion x las 'cachorras'""), utilizando un término peyorativo para referirse a personas lesbianas o bisexuales (cachorras). Por lo tanto, la respuesta final es ""mujer, lgbti"".","El texto se refiere a Graciana Peñafort de manera despectiva, aludiendo a su peso y su orientación sexual. La respuesta final es ""mujer, lgbti""."
398894,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,@usuario Feminismo pierde de nuevo...  ya le metieron un tipo..... jajajja punto para el patriarcado....,True,1,1,1,"El texto se burla del feminismo y de la identidad de género de Mara Gómez, diciendo que ""ya le metieron un tipo"", lo que implica que no es realmente una mujer. Además, dice que es ""punto para el patriarcado"", dando a entender que los hombres ganan en esta situación. Por lo tanto, el tweet contiene discurso de odio hacia la comunidad lgbti y hacia el feminismo. La respuesta final es ""lgbti, mujer"".","El texto critica la inclusión de Mara Gómez en el fútbol femenino, sugiriendo que es un retroceso para el feminismo y que los hombres tienen ventaja en el deporte. La respuesta final es ""mujer, lgbti""."
398921,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,@usuario Es un chabon. De femenino solo tiene el nombre y... obviamente el criket cuando se van a bañar.,True,1,1,1,"El texto niega la identidad de género de Mara Gómez al referirse a ella como ""un chabón"" y despectivamente menciona que ""de femenino solo tiene el nombre"", además de hacer una burla sobre su apariencia. La respuesta final es ""lgbti"".","El texto niega la identidad de género de Mara Gómez, aludiendo a su cuerpo como masculino. La respuesta final es ""lgbti""."
405362,Tras una ráfaga de más de 20 disparos asesinaron a una mujer trans en Rosario https://t.co/M0K3NXgfA8,@usuario Cómo no saco su escopeta y aplicó la defensa propia?!,True,1,0,1,"El texto menciona la identidad de género de la mujer trans asesinada, sugiriendo que debería haber usado una escopeta para defenderse, lo que refleja una actitud discriminatoria y de violencia hacia personas trans. La respuesta final es ""lgbti"".","El texto justifica el asesinato de una mujer trans por el hecho de ser trans. La respuesta final es ""lgbti""."
398928,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,@usuario Como harta este lobby! Y ahora las minas celebran que la figura número 1 del fútbol femenino sea un tipo 🥴👍🏻,True,1,1,1,"El texto se refiere de manera despectiva y discriminatoria hacia Mara Gómez, primera futbolista trans en el torneo argentino, negando su identidad de género al referirse a ella como ""un tipo"". Además, el texto muestra un rechazo hacia las mujeres trans que celebran su participación en el fútbol femenino. Por lo tanto, la respuesta final es ""lgbti, mujer"".","El texto se refiere a Mara Gómez como ""un tipo"" y niega su identidad de género. Además, muestra un rechazo hacia el ""lobby"" LGBT. La respuesta final es ""lgbti""."
390770,″¿Por qué un beso entre dos hombres los vuelve tan violentos?”: la vida después de haber sido víctima de ataques homofóbicos | Por Milton Del Moral https://t.co/MgHNMf8Sch,@usuario Porque es desagradable,True,0,0,1,"El texto expresa su desagrado hacia un beso entre dos hombres, pero sin un tono agresivo ni irracional. Simplemente menciona que lo encuentra desagradable, por lo que no se considera discurso de odio. La respuesta final es ""nada"".","El texto considera que un beso entre dos hombres es desagradable, lo que implica un rechazo hacia la comunidad LGBTQ+. La respuesta final es ""lgbti""."
382154,"Elizabeth Gómez Alcorta: “Por la pandemia, vamos a tener una suba de los femicidios y travesticidios” | Por Luciana Peker https://t.co/OGEL4INojA","@usuario Lesbianicidio, no hay no?",True,0,0,1,"El texto hace referencia a los femicidios y travesticidios, utilizando la palabra ""lesbianicidio"" de manera irónica. No hace alusión específica a mujeres, lgbti ni ninguna característica protegida en particular, por lo que la respuesta final es ""nada"".","El texto alude a la orientación sexual de las personas, en este caso, a las lesbianas. La respuesta final es ""lgbti""."
402967,El sorteo del Mundial 2023: los Pumas buscan evitar el grupo de la muerte https://t.co/IHkMAikGdG https://t.co/bTQsPk9Cja,@usuario Y si les toca los va a homenajear montoto,False,0,0,1,"El texto hace referencia de manera despectiva a un apodo de los hinchas de rugby de la selección argentina (""Pumas""), pero no contiene discurso de odio hacia ninguna característica protegida. La respuesta final es ""nada"".","El texto se refiere a la selección argentina de rugby como ""los va a homenajear montoto"". ""Montoto"" es un insulto homofóbico. La respuesta final es ""lgbti""."
396700,"""Te amo "". La emotiva dedicatoria de Luis Novaresio a su pareja en su cumpleaños https://t.co/Hh63kaVA5U https://t.co/vNaUBjBkzx",@usuario En público?,True,0,0,1,"El texto no contiene discurso de odio ni ninguna alusión a una característica protegida. La respuesta final es ""nada"".","El texto se burla de Luis Novaresio por declarar públicamente su amor a su pareja. Esto puede ser interpretado como un intento de ridiculizar la orientación sexual de Novaresio. La respuesta final es ""lgbti""."
397537,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,@usuario Tirando facha.,False,0,1,0,"El texto simplemente elogia la apariencia de Elliot Page sin caer en discursos de odio ni comentarios discriminatorios. Por lo tanto, la respuesta es ""nada"".","El texto alaba el aspecto físico de Elliot Page, sin hacer ninguna alusión a una característica protegida. La respuesta final es 'nada'."
390784,″¿Por qué un beso entre dos hombres los vuelve tan violentos?”: la vida después de haber sido víctima de ataques homofóbicos | Por Milton Del Moral https://t.co/MgHNMf8Sch,@usuario Por qué son muy topus.,True,0,0,1,"El texto no contiene discurso de odio, a pesar de referirse de forma despectiva a las personas (""topus""). La respuesta final es ""nada"".","El texto utiliza la palabra ""topus"" como un insulto para referirse a los hombres homosexuales. La respuesta final es ""lgbti""."
397543,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,"@usuario Se podria decir que ahora es ""UN HOMBRE BLANCO HETEROSEXUAL"" se convirto en lo que queria destruir",False,1,1,1,"El texto se refiere a la identidad de género de Elliot Page de manera despectiva, además de sugerir que se convirtió en lo que quería destruir, lo cual es una crítica al colectivo LGBTI. La respuesta final es ""lgbti"".","El texto muestra un desprecio hacia la identidad de género de Elliot Page, aludiendo a que ahora es un ""hombre blanco heterosexual"". La respuesta final es ""lgbti""."
334035,"Mariana Genesio Peña pasa su cuarentena total con guantes, barbijo y desnuda: “Mi cuerpo es el planeta Tierra” https://t.co/igQITEEaKl",@usuario Guarda con el paquete...,True,0,0,0,"El texto hace referencia al cuerpo de Mariana Genesio Peña, insinuando que debe tener cuidado con su paquete genital. Aunque es un comentario inapropiado, no muestra discriminación hacia ninguna característica protegida. La respuesta final es ""nada"".","El texto hace un comentario sobre la vida sexual de Mariana Genesio Peña, insinuando que ella es una persona promiscua. La respuesta final es ""mujer""."
395352,"El exabrupto de Jair Bolsonaro sobre Brasil y el Covid-19: ""Tienen que dejar de ser un país de maricas"" https://t.co/WtxRjY7tJp",@usuario Genio! 🇦🇷🤝🇧🇷,False,0,0,1,"El texto hace referencia a un comentario ofensivo de Jair Bolsonaro sobre Brasil y el Covid-19, pero el tweet en sí mismo no contiene discurso de odio. La respuesta final es ""nada"".","El texto alude a la declaración de Jair Bolsonaro, que es homofóbica. El comentario no solo no condena la declaración, sino que la celebra. La respuesta final es ""lgbti""."
355759,¿Se va del país? Juana Viale estaría tramitando la ciudadanía uruguaya https://t.co/njmHVCGiua https://t.co/PvnSHpU21E,@usuario Sos puto humo,False,1,0,1,"El texto utiliza un insulto homofóbico (""puto"") para referirse a Juana Viale. Por lo tanto, la respuesta es ""lgbti"".","El texto utiliza la palabra ""puto"" como insulto, que es una forma despectiva de referirse a la homosexualidad. La respuesta final es ""lgbti""."
398930,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,@usuario O sea se podria habilitar futbol mixto si consideran que hay igualdad fisica,False,0,0,1,"El texto plantea la posibilidad de habilitar el fútbol mixto en caso de considerar que hay igualdad física entre hombres y mujeres. Aunque plantea un debate sobre la igualdad de género en el deporte, no contiene discursos de odio ni alusiones hacia características protegidas. La respuesta final es ""nada"".","El texto cuestiona la habilitación de Mara Gómez como futbolista por su condición de mujer trans. La respuesta final es ""lgbti""."
406503,La aberrante arenga machista que dio el preparador físico de Güemes de Santiago del Estero https://t.co/xmV5xrlu9x,"@usuario dejen de mariconear 
pelotudos inviables",False,1,1,1,"El texto contiene un insulto homofóbico (""mariconear"") que descalifica a las personas que se perciben como débiles o poco viriles. La respuesta final es ""lgbti"".","El texto utiliza la palabra ""mariconear"" como insulto, que es una forma despectiva de referirse a los homosexuales. La respuesta final es ""lgbti""."
355182,"Ofelia Fernández apoyó al Gobierno en la polémica por los presos y apuntó a la Justicia que ""odia a las mujeres"" https://t.co/BD3jgGCOWI",@usuario La mayoría de los jueces son homosexuales por eso odian a las mujeres.,False,1,0,1,"El texto contiene un comentario discriminatorio contra la orientación sexual de los jueces (""la mayoría de los jueces son homosexuales"") y asocia esta orientación con el odio hacia las mujeres. La respuesta final es ""lgbti, mujer"".","El texto relaciona la orientación sexual de los jueces con un supuesto odio hacia las mujeres. Esto es una afirmación discriminatoria y ofensiva. La respuesta final es ""lgbti""."
397546,Así luce el actor Elliot Page tras declararse trans https://t.co/yeTGhw6ooT,@usuario Che... Qué diferencia hay entre Trans y un Trabuco??,True,1,0,1,"El texto utiliza un término despectivo y vulgar (""Trabuco"") para referirse a personas trans. ""Trabuco"" es un término peyorativo usado para insultar a personas trans. La respuesta final es ""lgbti"".","El texto compara a una persona trans con un objeto sexual, lo que es ofensivo y denigrante. La respuesta final es 'lgbti'."
395337,"El exabrupto de Jair Bolsonaro sobre Brasil y el Covid-19: ""Tienen que dejar de ser un país de maricas"" https://t.co/WtxRjY7tJp",@usuario Ser zurdo es de marica! Revienten cagones!,True,1,0,1,"El texto utiliza el término ""marica"" de manera despectiva, asociándolo con ser zurdo y usando el término ""cagones"" como insulto. Si bien no se refiere directamente a la comunidad lgbti, usar ""marica"" como un insulto generalizado puede considerarse como un discurso de odio hacia las personas de la comunidad lgbti. Por lo tanto, la respuesta final es ""lgbti"".","El texto utiliza la palabra ""marica"" como insulto, lo que implica un desprecio hacia la comunidad LGBTQ+. La respuesta final es ""lgbti""."
390767,″¿Por qué un beso entre dos hombres los vuelve tan violentos?”: la vida después de haber sido víctima de ataques homofóbicos | Por Milton Del Moral https://t.co/MgHNMf8Sch,@usuario Será xq va contra la naturaleza de la raza...,True,1,0,1,"El texto sugiere que la homosexualidad va ""contra la naturaleza de la raza"", implicando que es antinatural y, por lo tanto, inaceptable. Este tipo de discurso refuerza estereotipos y prejuicios contra la comunidad LGBTI. La respuesta final es ""lgbti"".","El texto sugiere que la homosexualidad va contra la naturaleza de la raza, lo que implica una visión negativa de la comunidad LGBTQ+. La respuesta final es ""lgbti""."
396686,"""Te amo "". La emotiva dedicatoria de Luis Novaresio a su pareja en su cumpleaños https://t.co/Hh63kaVA5U https://t.co/vNaUBjBkzx",@usuario Quien hace de mujer?,False,1,0,1,"El tweet contiene una pregunta sobre la identidad de género de la pareja de Luis Novaresio, insinuando que el rol de mujer debería desempeñarlo una persona que sea biológicamente mujer. Esta pregunta denota una actitud discriminatoria hacia las personas trans y no binarias, ya que cuestiona su identidad de género. La respuesta final es ""lgbti"".","El texto cuestiona la masculinidad de Luis Novaresio por su orientación sexual. La respuesta final es ""lgbti""."
379523,“¿Por qué no vemos médicos trans?”: el reclamo de un prestigioso cardiólogo para que América sea más inclusiva | Por Valeria Román https://t.co/19put40QqT,"@usuario Porque entran x cupos, no por capacidad.....si un travesti estudia y se recibe no veo por qué motivo no puede trabajar... La hermosa meritocracia",False,1,0,1,"El texto desprecia a las personas trans al referirse a ellas como ""travestis"" y dudar de su capacidad para desempeñarse como médicos. También hace una alusión burlesca a la meritocracia. La respuesta final es ""lgbti"".","El texto critica la inclusión de personas trans en el ámbito laboral, sugiriendo que entran por cupos y no por capacidad. Esto es una forma de discriminación hacia la comunidad LGBTQ+. La respuesta final es ""lgbti""."
359595,Polémica en las redes por el actor que personificó a Manuel Belgrano y habló en lenguaje inclusivo https://t.co/zp904FUkPj,@usuario Habla bien,False,0,0,1,"La frase ""habla bien"" no contiene discurso de odio ni menciona ninguna característica protegida. Por lo tanto, la respuesta final es ""nada"".","El texto critica el uso del lenguaje inclusivo. Aunque no es un insulto, muestra un rechazo hacia una forma de hablar que busca ser más inclusiva con las personas no binarias. La respuesta final es ""lgbti""."
398935,Mara Gómez: la historia de la primera futbolista trans en el torneo argentino https://t.co/rBx3pMPUbB https://t.co/l5I1j0xFku,"@usuario Para mi tendrían q ser todas trans así juegan bien a la pelota. Son inmirables los partidos. Ojalá haya 100% de trans en el fútbol femenino.
Vamos Mara. 

Firma: los espectadores",True,0,0,0,"El texto contiene expresiones que desprecian indirectamente a las mujeres que no son trans con comentarios como ""Para mi tendrían q ser todas trans así juegan bien a la pelota"" y ""Son inmirables los partidos"". Además, alude a la preferencia por la presencia exclusiva de mujeres trans en el fútbol femenino, lo cual es discriminatorio hacia las mujeres cisgénero. Por lo tanto, el texto contiene discurso de odio hacia las mujeres. La respuesta final es ""mujer"".","El texto no contiene discurso de odio. Al contrario, el comentario apoya a Mara Gómez y desea que haya más jugadoras trans en el fútbol femenino. La respuesta final es 'nada'."
379484,El PAMI tendrá que pagar una cirugía para agrandar los pechos de una afiliada autopercibida mujer | Por Patricia Blanco https://t.co/IObp8ZBnxq,@usuario Esta con todo el Lobby LGBT Político y la subordinación de parte de la clase política a los delirios de los PosMarxistas y todavia hay personas que dicen que no tiene nada que ver con el Marxismo Cultural.,False,1,0,1,"El texto menciona al colectivo LGBT de manera despectiva, sugiriendo que existe subordinación de la clase política a los ""delirios"" de los PosMarxistas. También se refiere a las personas pertenecientes al colectivo LGBT como posiblemente parte de un ""lobby"" y de ""delirios"". Además, vincula la situación con el Marxismo Cultural, de manera crítica.

La respuesta final es ""lgbti"".","El texto muestra un rechazo hacia el colectivo LGBT y lo relaciona con el marxismo cultural. La respuesta final es ""lgbti""."
380715,😱🔥[¡INESPERADO!]😱🔥 Luis Novaresio recomendó un juguete sexual en las redes &gt;&gt;&gt; El periodista compartió en sus redes sociales una peculiar noticia sobre un objeto para el placer masculino que se volvió viral. ¡Entrá a la nota y mirá! https://t.co/U8NuqEKeQX,"@usuario Alto sida, tiene el viejo esté !!!",True,0,1,0,"El texto utiliza el término ""alto sida"" como un insulto hacia Luis Novaresio. Esta expresión es discriminante y estigmatizante hacia las personas que viven con VIH/SIDA. Aunque no se hace mención directa a una característica protegida en esta situación, se trata de un comentario ofensivo y despectivo que no debería ser tolerado. La respuesta final es ""nada"".","El texto se refiere a Luis Novaresio como ""viejo"", que es un término despectivo para referirse a una persona de edad avanzada. La respuesta final es ""nada""."
